Node Number	Equivalent (von-Mises) Stress (MPa)
27848	11,523
27849	11,79
27850	11,51
27851	11,479
27852	11,146
27853	11,523
27854	11,79
27855	11,51
27856	11,174
27857	11,556
27858	11,825
27859	11,558
27860	12,701
27861	12,66
27862	12,609
27863	12,996
27864	12,491
27865	12,771
27866	12,679
27867	12,616
27868	12,565
27869	12,948
27870	12,449
27871	12,701
27872	12,616
27873	12,565
27874	12,948
27875	12,449
27876	12,66
27877	12,609
27878	12,996
27879	12,491
27880	12,771
27881	8,6027
27882	8,5569
27883	8,578
27884	8,6347
27885	8,6474
27886	8,6125
27887	8,5994
27888	8,5506
27889	8,5716
27890	8,628
27891	8,6406
27892	8,6027
27893	8,5506
27894	8,5716
27895	8,628
27896	8,6406
27897	8,5569
27898	8,578
27899	8,6347
27900	8,6474
27901	8,6125
27902	11,512
27903	11,478
27904	11,44
27905	11,635
27906	11,558
27907	11,497
27908	11,448
27909	11,411
27910	11,604
27911	11,512
27912	11,448
27913	11,411
27914	11,604
27915	11,478
27916	11,44
27917	11,635
27918	11,558
27919	24,687
27920	25,373
27921	25,081
27922	25,142
27923	24,204
27924	23,649
27925	23,886
27926	24,613
27927	24,087
27928	23,324
27929	22,077
27930	24,687
27931	24,613
27932	24,087
27933	23,324
27934	22,077
27935	25,373
27936	25,081
27937	25,142
27938	24,204
27939	23,649
27940	13,197
27941	13,043
27942	13,09
27943	13,425
27944	13,255
27945	13,181
27946	13,007
27947	13,058
27948	13,394
27949	13,197
27950	13,007
27951	13,058
27952	13,394
27953	13,043
27954	13,09
27955	13,425
27956	13,255
27957	5,6316
27958	5,466
27959	5,6149
27960	5,7702
27961	5,6443
27962	5,6463
27963	5,5056
27964	5,6504
27965	5,7797
27966	5,6316
27967	5,5056
27968	5,6504
27969	5,7797
27970	5,466
27971	5,6149
27972	5,7702
27973	5,6443
27974	17,126
27975	17,438
27976	16,756
27977	17,373
27978	17,613
27979	17,001
27980	17,162
27981	16,485
27982	17,186
27983	17,126
27984	17,162
27985	16,485
27986	17,186
27987	17,438
27988	16,756
27989	17,373
27990	17,613
27991	8,4307
27992	8,4163
27993	8,4209
27994	8,4372
27995	8,4493
27996	8,4443
27997	8,4392
27998	8,4279
27999	8,4107
28000	8,4153
28001	8,4316
28002	8,4435
28003	8,4386
28004	8,4307
28005	8,4107
28006	8,4153
28007	8,4316
28008	8,4435
28009	8,4386
28010	8,4163
28011	8,4209
28012	8,4372
28013	8,4493
28014	8,4443
28015	8,4392
28016	8,3965
28017	8,3712
28018	8,3947
28019	8,4048
28020	8,3938
28021	8,3658
28022	8,3892
28023	8,3965
28024	8,3658
28025	8,3892
28026	8,3712
28027	8,3947
28028	8,4048
28029	8,4442
28030	8,444
28031	8,456
28032	8,4236
28033	8,4494
28034	8,4529
28035	8,4414
28036	8,4383
28037	8,4502
28038	8,418
28039	8,4437
28040	8,4442
28041	8,4383
28042	8,4502
28043	8,418
28044	8,4437
28045	8,444
28046	8,456
28047	8,4236
28048	8,4494
28049	8,4529
28050	8,4055
28051	8,3757
28052	8,4366
28053	8,4028
28054	8,414
28055	8,4028
28056	8,3703
28057	8,4309
28058	8,3973
28059	8,4055
28060	8,3703
28061	8,4309
28062	8,3973
28063	8,3757
28064	8,4366
28065	8,4028
28066	8,414
28067	8,4381
28068	8,4445
28069	8,4466
28070	8,4353
28071	8,4388
28072	8,4381
28073	8,4388
28074	8,4445
28075	8,4466
28076	8,3409
28077	8,314
28078	8,3125
28079	8,3488
28080	8,3382
28081	8,3088
28082	8,3074
28083	8,3409
28084	8,3088
28085	8,3074
28086	8,314
28087	8,3125
28088	8,3488
28089	8,4621
28090	8,4749
28091	8,4874
28092	8,4708
28093	8,4592
28094	8,469
28095	8,4814
28096	8,4621
28097	8,469
28098	8,4814
28099	8,4749
28100	8,4874
28101	8,4708
28102	8,3974
28103	8,3699
28104	8,3822
28105	8,4058
28106	8,3947
28107	8,3645
28108	8,3767
28109	8,3974
28110	8,3645
28111	8,3767
28112	8,3699
28113	8,3822
28114	8,4058
28115	8,3949
28116	8,4411
28117	8,341
28118	8,3935
28119	8,4032
28120	8,3922
28121	8,4354
28122	8,3357
28123	8,3879
28124	8,3949
28125	8,4354
28126	8,3357
28127	8,3879
28128	8,4411
28129	8,341
28130	8,3935
28131	8,4032
28132	8,482
28133	8,4963
28134	8,5177
28135	8,491
28136	8,479
28137	8,4903
28138	8,5116
28139	8,482
28140	8,4903
28141	8,5116
28142	8,4963
28143	8,5177
28144	8,491
28145	7,9907
28146	8,0732
28147	7,9569
28148	7,9559
28149	7,9965
28150	7,9888
28151	8,069
28152	7,9532
28153	7,9521
28154	7,9907
28155	8,069
28156	7,9532
28157	7,9521
28158	8,0732
28159	7,9569
28160	7,9559
28161	7,9965
28162	8,471
28163	8,5015
28164	8,4884
28165	8,4321
28166	8,4799
28167	8,4681
28168	8,4955
28169	8,4824
28170	8,4264
28171	8,471
28172	8,4955
28173	8,4824
28174	8,4264
28175	8,5015
28176	8,4884
28177	8,4321
28178	8,4799
28179	8,4453
28180	8,4296
28181	8,4612
28182	8,4516
28183	8,4539
28184	8,4424
28185	8,424
28186	8,4554
28187	8,4458
28188	8,4453
28189	8,424
28190	8,4554
28191	8,4458
28192	8,4296
28193	8,4612
28194	8,4516
28195	8,4539
28196	8,4084
28197	8,3754
28198	8,4091
28199	8,4168
28200	8,4056
28201	8,3699
28202	8,4035
28203	8,4084
28204	8,3699
28205	8,4035
28206	8,3754
28207	8,4091
28208	8,4168
28209	8,2447
28210	8,2931
28211	8,3054
28212	8,2194
28213	8,1514
28214	8,2196
28215	8,2521
28216	8,2422
28217	8,2879
28218	8,3002
28219	8,2146
28220	8,1469
28221	8,2148
28222	8,2447
28223	8,2879
28224	8,3002
28225	8,2146
28226	8,1469
28227	8,2148
28228	8,2931
28229	8,3054
28230	8,2194
28231	8,1514
28232	8,2196
28233	8,2521
28234	8,3372
28235	8,3243
28236	8,3452
28237	8,3345
28238	8,3191
28239	8,3372
28240	8,3191
28241	8,3243
28242	8,3452
28243	8,1536
28244	8,2197
28245	8,2183
28246	8,1276
28247	8,1267
28248	8,1604
28249	8,1513
28250	8,2149
28251	8,2135
28252	8,1232
28253	8,1223
28254	8,1536
28255	8,2149
28256	8,2135
28257	8,1232
28258	8,1223
28259	8,2197
28260	8,2183
28261	8,1276
28262	8,1267
28263	8,1604
28264	8,2826
28265	8,2686
28266	8,2903
28267	8,2801
28268	8,2635
28269	8,2826
28270	8,2635
28271	8,2686
28272	8,2903
28273	8,2798
28274	8,2683
28275	8,3361
28276	8,2874
28277	8,2773
28278	8,2633
28279	8,3308
28280	8,2798
28281	8,2633
28282	8,3308
28283	8,2683
28284	8,3361
28285	8,2874
28286	8,5053
28287	8,4488
28288	8,5311
28289	8,5145
28290	8,5023
28291	8,443
28292	8,5249
28293	8,5053
28294	8,443
28295	8,5249
28296	8,4488
28297	8,5311
28298	8,5145
28299	8,3873
28300	8,3211
28301	8,3973
28302	8,3956
28303	8,3845
28304	8,3158
28305	8,3917
28306	8,3873
28307	8,3158
28308	8,3917
28309	8,3211
28310	8,3973
28311	8,3956
28312	7,9211
28313	8,011
28314	7,8344
28315	7,8856
28316	7,9265
28317	7,9192
28318	8,0071
28319	7,8311
28320	7,8821
28321	7,9211
28322	8,0071
28323	7,8311
28324	7,8821
28325	8,011
28326	7,8344
28327	7,8856
28328	7,9265
28329	8,5262
28330	8,4675
28331	8,5609
28332	8,5505
28333	8,5355
28334	8,5232
28335	8,4616
28336	8,5546
28337	8,5443
28338	8,5262
28339	8,4616
28340	8,5546
28341	8,5443
28342	8,4675
28343	8,5609
28344	8,5505
28345	8,5355
28346	8,4041
28347	8,3306
28348	8,4208
28349	8,3984
28350	8,4126
28351	8,4013
28352	8,3253
28353	8,4151
28354	8,3929
28355	8,4041
28356	8,3253
28357	8,4151
28358	8,3929
28359	8,3306
28360	8,4208
28361	8,3984
28362	8,4126
28363	8,6879
28364	8,6407
28365	8,6483
28366	8,7517
28367	8,632
28368	8,7336
28369	8,6984
28370	8,6844
28371	8,634
28372	8,6416
28373	8,7444
28374	8,6253
28375	8,7264
28376	8,6879
28377	8,634
28378	8,6416
28379	8,7444
28380	8,6253
28381	8,7264
28382	8,6407
28383	8,6483
28384	8,7517
28385	8,632
28386	8,7336
28387	8,6984
28388	8,5002
28389	8,4886
28390	8,4791
28391	8,538
28392	8,5093
28393	8,4972
28394	8,4827
28395	8,4732
28396	8,5318
28397	8,5002
28398	8,4827
28399	8,4732
28400	8,5318
28401	8,4886
28402	8,4791
28403	8,538
28404	8,5093
28405	8,3618
28406	8,408
28407	8,3515
28408	8,3699
28409	8,3591
28410	8,4024
28411	8,3461
28412	8,3618
28413	8,4024
28414	8,3461
28415	8,408
28416	8,3515
28417	8,3699
28418	8,4714
28419	8,4407
28420	8,5031
28421	8,4802
28422	8,4684
28423	8,4349
28424	8,497
28425	8,4714
28426	8,4349
28427	8,497
28428	8,4407
28429	8,5031
28430	8,4802
28431	8,4491
28432	8,4808
28433	8,4554
28434	8,4577
28435	8,4462
28436	8,4749
28437	8,4496
28438	8,4491
28439	8,4749
28440	8,4496
28441	8,4808
28442	8,4554
28443	8,4577
28444	8,4046
28445	8,3581
28446	8,4157
28447	8,413
28448	8,4018
28449	8,3527
28450	8,41
28451	8,4046
28452	8,3527
28453	8,41
28454	8,3581
28455	8,4157
28456	8,413
28457	8,5069
28458	8,5301
28459	8,5312
28460	8,516
28461	8,5039
28462	8,524
28463	8,5251
28464	8,5069
28465	8,524
28466	8,5251
28467	8,5301
28468	8,5312
28469	8,516
28470	8,5476
28471	8,5898
28472	8,557
28473	8,5445
28474	8,5834
28475	8,5476
28476	8,5834
28477	8,5898
28478	8,557
28479	8,6261
28480	8,6464
28481	8,5909
28482	8,6753
28483	8,6361
28484	8,6228
28485	8,6396
28486	8,5844
28487	8,6684
28488	8,6261
28489	8,6396
28490	8,5844
28491	8,6684
28492	8,6464
28493	8,5909
28494	8,6753
28495	8,6361
28496	8,6603
28497	8,715
28498	8,6708
28499	8,6569
28500	8,7079
28501	8,6603
28502	8,7079
28503	8,715
28504	8,6708
28505	8,1907
28506	8,2507
28507	8,1248
28508	8,1653
28509	8,1978
28510	8,1883
28511	8,2458
28512	8,1203
28513	8,1607
28514	8,1907
28515	8,2458
28516	8,1203
28517	8,1607
28518	8,2507
28519	8,1248
28520	8,1653
28521	8,1978
28522	8,3067
28523	8,2993
28524	8,3145
28525	8,3042
28526	8,2942
28527	8,3067
28528	8,2942
28529	8,2993
28530	8,3145
28531	8,0562
28532	8,0437
28533	7,972
28534	8,01
28535	8,0625
28536	8,0541
28537	8,0396
28538	7,9681
28539	8,006
28540	8,0562
28541	8,0396
28542	7,9681
28543	8,006
28544	8,0437
28545	7,972
28546	8,01
28547	8,0625
28548	8,0999
28549	8,1768
28550	8,0776
28551	8,1064
28552	8,0977
28553	8,1722
28554	8,0734
28555	8,0999
28556	8,1722
28557	8,0734
28558	8,1768
28559	8,0776
28560	8,1064
28561	8,2507
28562	8,2479
28563	8,2581
28564	8,2482
28565	8,2429
28566	8,2507
28567	8,2429
28568	8,2479
28569	8,2581
28570	7,9191
28571	7,8335
28572	8,0091
28573	7,8837
28574	7,9246
28575	7,9173
28576	7,8302
28577	8,0052
28578	7,8802
28579	7,9191
28580	7,8302
28581	8,0052
28582	7,8802
28583	7,8335
28584	8,0091
28585	7,8837
28586	7,9246
28587	7,7488
28588	7,694
28589	7,6903
28590	7,7531
28591	7,7474
28592	7,6914
28593	7,6876
28594	7,7488
28595	7,6914
28596	7,6876
28597	7,694
28598	7,6903
28599	7,7531
28600	8,2531
28601	8,1771
28602	8,2544
28603	8,2606
28604	8,2506
28605	8,1724
28606	8,2494
28607	8,2531
28608	8,1724
28609	8,2494
28610	8,1771
28611	8,2544
28612	8,2606
28613	8,0981
28614	8,0771
28615	8,1046
28616	8,0959
28617	8,0729
28618	8,0981
28619	8,0729
28620	8,0771
28621	8,1046
28622	8,0288
28623	7,9588
28624	8,0051
28625	8,1113
28626	8,0349
28627	8,0268
28628	7,955
28629	8,0011
28630	8,1068
28631	8,0288
28632	7,955
28633	8,0011
28634	8,1068
28635	7,9588
28636	8,0051
28637	8,1113
28638	8,0349
28639	7,8869
28640	7,8318
28641	7,8423
28642	7,8923
28643	7,8851
28644	7,8285
28645	7,8389
28646	7,8869
28647	7,8285
28648	7,8389
28649	7,8318
28650	7,8423
28651	7,8923
28652	8,3366
28653	8,3357
28654	8,2658
28655	8,3989
28656	8,3446
28657	8,3339
28658	8,3303
28659	8,2607
28660	8,3933
28661	8,3366
28662	8,3303
28663	8,2607
28664	8,3933
28665	8,3357
28666	8,2658
28667	8,3989
28668	8,3446
28669	8,5499
28670	8,5822
28671	8,5059
28672	8,5594
28673	8,5468
28674	8,5758
28675	8,4998
28676	8,5499
28677	8,5758
28678	8,4998
28679	8,5822
28680	8,5059
28681	8,5594
28682	8,529
28683	8,4779
28684	8,5702
28685	8,552
28686	8,5383
28687	8,5259
28688	8,4719
28689	8,5638
28690	8,5457
28691	8,529
28692	8,4719
28693	8,5638
28694	8,5457
28695	8,4779
28696	8,5702
28697	8,552
28698	8,5383
28699	8,5516
28700	8,4797
28701	8,5884
28702	8,6215
28703	8,5612
28704	8,5484
28705	8,4737
28706	8,5818
28707	8,6148
28708	8,5516
28709	8,4737
28710	8,5818
28711	8,6148
28712	8,4797
28713	8,5884
28714	8,6215
28715	8,5612
28716	8,4217
28717	8,3569
28718	8,4368
28719	8,4303
28720	8,4188
28721	8,3515
28722	8,431
28723	8,4217
28724	8,3515
28725	8,431
28726	8,3569
28727	8,4368
28728	8,4303
28729	7,4213
28730	7,4953
28731	7,3772
28732	7,4621
28733	7,424
28734	7,4204
28735	7,4932
28736	7,3756
28737	7,4602
28738	7,4213
28739	7,4932
28740	7,3756
28741	7,4602
28742	7,4953
28743	7,3772
28744	7,4621
28745	7,424
28746	8,4031
28747	8,3245
28748	8,4251
28749	8,4117
28750	8,4003
28751	8,3191
28752	8,4193
28753	8,4031
28754	8,3191
28755	8,4193
28756	8,3245
28757	8,4251
28758	8,4117
28759	8,5898
28760	8,5133
28761	8,6177
28762	8,5997
28763	8,5865
28764	8,5072
28765	8,611
28766	8,5898
28767	8,5072
28768	8,611
28769	8,5133
28770	8,6177
28771	8,5997
28772	8,4328
28773	8,3443
28774	8,4487
28775	8,4416
28776	8,4299
28777	8,3389
28778	8,4427
28779	8,4328
28780	8,3389
28781	8,4427
28782	8,3443
28783	8,4487
28784	8,4416
28785	9,0041
28786	8,9403
28787	9,1047
28788	8,9522
28789	9,0173
28790	8,9997
28791	8,9319
28792	9,0952
28793	8,9437
28794	9,0041
28795	8,9319
28796	9,0952
28797	8,9437
28798	8,9403
28799	9,1047
28800	8,9522
28801	9,0173
28802	8,718
28803	8,7431
28804	8,6662
28805	8,7757
28806	8,7289
28807	8,7145
28808	8,7358
28809	8,6593
28810	8,7682
28811	8,718
28812	8,7358
28813	8,6593
28814	8,7682
28815	8,7431
28816	8,6662
28817	8,7757
28818	8,7289
28819	8,7629
28820	8,8417
28821	8,7272
28822	8,7739
28823	8,7592
28824	8,8339
28825	8,72
28826	8,7629
28827	8,8339
28828	8,72
28829	8,8417
28830	8,7272
28831	8,7739
28832	8,1364
28833	8,2138
28834	8,1187
28835	8,0502
28836	8,1433
28837	8,1342
28838	8,2089
28839	8,1143
28840	8,0461
28841	8,1364
28842	8,2089
28843	8,1143
28844	8,0461
28845	8,2138
28846	8,1187
28847	8,0502
28848	8,1433
28849	8,2877
28850	8,2843
28851	8,2955
28852	8,2851
28853	8,2791
28854	8,2877
28855	8,2791
28856	8,2843
28857	8,2955
28858	7,7762
28859	7,6725
28860	7,7163
28861	7,7391
28862	7,8691
28863	7,7808
28864	7,7746
28865	7,6697
28866	7,7135
28867	7,7362
28868	7,8656
28869	7,7762
28870	7,6697
28871	7,7135
28872	7,7362
28873	7,8656
28874	7,6725
28875	7,7163
28876	7,7391
28877	7,8691
28878	7,7808
28879	8,0539
28880	8,149
28881	7,9519
28882	8,045
28883	8,0602
28884	8,0518
28885	8,1444
28886	7,9481
28887	8,0408
28888	8,0539
28889	8,1444
28890	7,9481
28891	8,0408
28892	8,149
28893	7,9519
28894	8,045
28895	8,0602
28896	8,2421
28897	8,2468
28898	8,2496
28899	8,2396
28900	8,2417
28901	8,2421
28902	8,2417
28903	8,2468
28904	8,2496
28905	7,6413
28906	7,7442
28907	7,5365
28908	7,6118
28909	7,6451
28910	7,6401
28911	7,7413
28912	7,5344
28913	7,6094
28914	7,6413
28915	7,7413
28916	7,5344
28917	7,6094
28918	7,7442
28919	7,5365
28920	7,6118
28921	7,6451
28922	7,8498
28923	7,8293
28924	7,8548
28925	7,8481
28926	7,8259
28927	7,8498
28928	7,8259
28929	7,8293
28930	7,8548
28931	7,2345
28932	7,3321
28933	7,1543
28934	7,2206
28935	7,2155
28936	7,236
28937	7,234
28938	7,3308
28939	7,1536
28940	7,2197
28941	7,2146
28942	7,2345
28943	7,3308
28944	7,1536
28945	7,2197
28946	7,2146
28947	7,3321
28948	7,1543
28949	7,2206
28950	7,2155
28951	7,236
28952	7,4388
28953	7,533
28954	7,4086
28955	7,4058
28956	7,4413
28957	7,4379
28958	7,5309
28959	7,407
28960	7,4043
28961	7,4388
28962	7,5309
28963	7,407
28964	7,4043
28965	7,533
28966	7,4086
28967	7,4058
28968	7,4413
28969	7,848
28970	7,7397
28971	7,9513
28972	7,8273
28973	7,853
28974	7,8463
28975	7,7368
28976	7,9476
28977	7,824
28978	7,848
28979	7,7368
28980	7,9476
28981	7,824
28982	7,7397
28983	7,9513
28984	7,8273
28985	7,853
28986	7,6342
28987	7,6074
28988	7,638
28989	7,633
28990	7,605
28991	7,6342
28992	7,605
28993	7,6074
28994	7,638
28995	8,2525
28996	8,1545
28997	8,2543
28998	8,2601
28999	8,25
29000	8,1499
29001	8,2492
29002	8,2525
29003	8,1499
29004	8,2492
29005	8,1545
29006	8,2543
29007	8,2601
29008	8,0547
29009	8,0457
29010	8,061
29011	8,0526
29012	8,0415
29013	8,0547
29014	8,0415
29015	8,0457
29016	8,061
29017	7,9798
29018	7,889
29019	8,0714
29020	7,9586
29021	7,9858
29022	7,9779
29023	7,8854
29024	8,067
29025	7,9547
29026	7,9798
29027	7,8854
29028	8,067
29029	7,9547
29030	7,889
29031	8,0714
29032	7,9586
29033	7,9858
29034	7,7976
29035	7,7289
29036	7,7574
29037	7,8024
29038	7,796
29039	7,726
29040	7,7543
29041	7,7976
29042	7,726
29043	7,7543
29044	7,7289
29045	7,7574
29046	7,8024
29047	8,3308
29048	8,2475
29049	8,4079
29050	8,3396
29051	8,3389
29052	8,3281
29053	8,2425
29054	8,4022
29055	8,3341
29056	8,3308
29057	8,2425
29058	8,4022
29059	8,3341
29060	8,2475
29061	8,4079
29062	8,3396
29063	8,3389
29064	8,1609
29065	8,1549
29066	8,1774
29067	8,168
29068	8,1586
29069	8,1502
29070	8,1727
29071	8,1609
29072	8,1502
29073	8,1727
29074	8,1549
29075	8,1774
29076	8,168
29077	8,6089
29078	8,5473
29079	8,6512
29080	8,6189
29081	8,6056
29082	8,541
29083	8,6443
29084	8,6089
29085	8,541
29086	8,6443
29087	8,5473
29088	8,6512
29089	8,6188
29090	8,4806
29091	8,5047
29092	8,471
29093	8,4897
29094	8,4776
29095	8,4985
29096	8,465
29097	8,4806
29098	8,4985
29099	8,465
29100	8,5047
29101	8,471
29102	8,4897
29103	8,7891
29104	8,853
29105	8,8399
29106	8,707
29107	8,7407
29108	8,8006
29109	8,7853
29110	8,8451
29111	8,832
29112	8,6998
29113	8,7334
29114	8,7891
29115	8,8451
29116	8,832
29117	8,6998
29118	8,7334
29119	8,853
29120	8,8399
29121	8,707
29122	8,7407
29123	8,8006
29124	8,9133
29125	8,8713
29126	8,9924
29127	8,9785
29128	8,9257
29129	8,9092
29130	8,8634
29131	8,9837
29132	8,9699
29133	8,9133
29134	8,8634
29135	8,9837
29136	8,9699
29137	8,8713
29138	8,9924
29139	8,9785
29140	8,9257
29141	8,6406
29142	8,5523
29143	8,6754
29144	8,7102
29145	8,6509
29146	8,6372
29147	8,5459
29148	8,6683
29149	8,7031
29150	8,6406
29151	8,5459
29152	8,6683
29153	8,7031
29154	8,5523
29155	8,6754
29156	8,7102
29157	8,6509
29158	8,6055
29159	8,5284
29160	8,6195
29161	8,6665
29162	8,6154
29163	8,6022
29164	8,5222
29165	8,6127
29166	8,6596
29167	8,6055
29168	8,5222
29169	8,6127
29170	8,6596
29171	8,5284
29172	8,6195
29173	8,6665
29174	8,6154
29175	8,4472
29176	8,364
29177	8,4599
29178	8,4561
29179	8,4442
29180	8,3585
29181	8,4539
29182	8,4472
29183	8,3585
29184	8,4539
29185	8,364
29186	8,4599
29187	8,4561
29188	8,6297
29189	8,6759
29190	8,6786
29191	8,5515
29192	8,64
29193	8,6263
29194	8,6688
29195	8,6715
29196	8,545
29197	8,6297
29198	8,6688
29199	8,6715
29200	8,545
29201	8,6759
29202	8,6786
29203	8,5515
29204	8,64
29205	8,4605
29206	8,3584
29207	8,4846
29208	8,4696
29209	8,4575
29210	8,3528
29211	8,4784
29212	8,4605
29213	8,3528
29214	8,4784
29215	8,3584
29216	8,4846
29217	8,4696
29218	8,7062
29219	8,7908
29220	8,7592
29221	8,6076
29222	8,7172
29223	8,7025
29224	8,7831
29225	8,7515
29226	8,6007
29227	8,7062
29228	8,7831
29229	8,7515
29230	8,6007
29231	8,7908
29232	8,7592
29233	8,6076
29234	8,7172
29235	8,8701
29236	8,9486
29237	8,8247
29238	8,8823
29239	8,8661
29240	8,94
29241	8,8169
29242	8,8701
29243	8,94
29244	8,8169
29245	8,9486
29246	8,8247
29247	8,8823
29248	7,0832
29249	7,0662
29250	7,0713
29251	7,0839
29252	7,0829
29253	7,0659
29254	7,0709
29255	7,0832
29256	7,0659
29257	7,0709
29258	7,0662
29259	7,0713
29260	7,0839
29261	8,8265
29262	8,7595
29263	8,8869
29264	8,8382
29265	8,8226
29266	8,7521
29267	8,8788
29268	8,8265
29269	8,7521
29270	8,8788
29271	8,7595
29272	8,8869
29273	8,8382
29274	9,1984
29275	9,2525
29276	9,1132
29277	9,3526
29278	9,2135
29279	9,1934
29280	9,2422
29281	9,1037
29282	9,3415
29283	9,1984
29284	9,2422
29285	9,1037
29286	9,3415
29287	9,2525
29288	9,1132
29289	9,3526
29290	9,2135
29291	9,0656
29292	9,1264
29293	9,0056
29294	9,147
29295	9,0793
29296	9,0611
29297	9,1169
29298	8,9968
29299	9,1374
29300	9,0656
29301	9,1169
29302	8,9968
29303	9,1374
29304	9,1264
29305	9,0056
29306	9,147
29307	9,0793
29308	7,5715
29309	7,6154
29310	7,5389
29311	7,575
29312	7,5702
29313	7,6129
29314	7,5366
29315	7,5715
29316	7,6129
29317	7,5366
29318	7,6154
29319	7,5389
29320	7,575
29321	7,6597
29322	7,5812
29323	7,6637
29324	7,6584
29325	7,5788
29326	7,6597
29327	7,5788
29328	7,5812
29329	7,6637
29330	8,717
29331	8,6204
29332	8,7991
29333	8,7751
29334	8,7281
29335	8,7133
29336	8,6134
29337	8,7913
29338	8,7673
29339	8,717
29340	8,6134
29341	8,7913
29342	8,7673
29343	8,6204
29344	8,7991
29345	8,7751
29346	8,7281
29347	9,0611
29348	9,1735
29349	9,0228
29350	8,9818
29351	9,0747
29352	9,0566
29353	9,1638
29354	9,014
29355	8,9732
29356	9,0611
29357	9,1638
29358	9,014
29359	8,9732
29360	9,1735
29361	9,0228
29362	8,9818
29363	9,0747
29364	9,2995
29365	9,2899
29366	9,4457
29367	9,3154
29368	9,2942
29369	9,2795
29370	9,4342
29371	9,2995
29372	9,2795
29373	9,4342
29374	9,2899
29375	9,4457
29376	9,3154
29377	8,0988
29378	8,1893
29379	8,0004
29380	8,0909
29381	8,1054
29382	8,0965
29383	8,1845
29384	7,9964
29385	8,0865
29386	8,0988
29387	8,1845
29388	7,9964
29389	8,0865
29390	8,1893
29391	8,0004
29392	8,0909
29393	8,1054
29394	8,2771
29395	8,2826
29396	8,2848
29397	8,2745
29398	8,2774
29399	8,2771
29400	8,2774
29401	8,2826
29402	8,2848
29403	7,7032
29404	7,8018
29405	7,6044
29406	7,6766
29407	7,7075
29408	7,7018
29409	7,7986
29410	7,602
29411	7,6738
29412	7,7032
29413	7,7986
29414	7,602
29415	7,6738
29416	7,8018
29417	7,6044
29418	7,6766
29419	7,7075
29420	7,9012
29421	7,8833
29422	7,9321
29423	7,9066
29424	7,8994
29425	7,8797
29426	7,9284
29427	7,9012
29428	7,8797
29429	7,9284
29430	7,8833
29431	7,9321
29432	7,9066
29433	7,3366
29434	7,4205
29435	7,258
29436	7,2936
29437	7,3388
29438	7,3359
29439	7,4188
29440	7,2568
29441	7,2923
29442	7,3366
29443	7,4188
29444	7,2568
29445	7,2923
29446	7,4205
29447	7,258
29448	7,2936
29449	7,3388
29450	7,5083
29451	7,475
29452	7,5114
29453	7,5073
29454	7,473
29455	7,5083
29456	7,473
29457	7,475
29458	7,5114
29459	8,0353
29460	8,0381
29461	7,9222
29462	8,1428
29463	8,0416
29464	8,0332
29465	8,0338
29466	7,9184
29467	8,1382
29468	8,0353
29469	8,0338
29470	7,9184
29471	8,1382
29472	8,0381
29473	7,9222
29474	8,1428
29475	8,0416
29476	7,2134
29477	7,2969
29478	7,1955
29479	7,1343
29480	7,2147
29481	7,2129
29482	7,2957
29483	7,1946
29484	7,1337
29485	7,2134
29486	7,2957
29487	7,1946
29488	7,1337
29489	7,2969
29490	7,1955
29491	7,1343
29492	7,2147
29493	7,3875
29494	7,3728
29495	7,4841
29496	7,3898
29497	7,3867
29498	7,3712
29499	7,4821
29500	7,3875
29501	7,3712
29502	7,4821
29503	7,3728
29504	7,4841
29505	7,3898
29506	6,8965
29507	6,9169
29508	6,8903
29509	6,889
29510	6,8964
29511	6,8965
29512	6,9169
29513	6,8904
29514	6,889
29515	6,8965
29516	6,9169
29517	6,8904
29518	6,889
29519	6,9169
29520	6,8903
29521	6,889
29522	6,8964
29523	7,055
29524	6,9961
29525	7,1239
29526	7,0402
29527	7,0555
29528	7,0548
29529	6,996
29530	7,1234
29531	7,0399
29532	7,055
29533	6,996
29534	7,1234
29535	7,0399
29536	6,9961
29537	7,1239
29538	7,0402
29539	7,0555
29540	6,9491
29541	6,9382
29542	6,9493
29543	6,9491
29544	6,9382
29545	6,9491
29546	6,9382
29547	6,9382
29548	6,9493
29549	7,2031
29550	7,1878
29551	7,2889
29552	7,2043
29553	7,2026
29554	7,1869
29555	7,2878
29556	7,2031
29557	7,1869
29558	7,2878
29559	7,1878
29560	7,2889
29561	7,2043
29562	8,2537
29563	8,1454
29564	8,2697
29565	8,2615
29566	8,2511
29567	8,1407
29568	8,2644
29569	8,2537
29570	8,1407
29571	8,2644
29572	8,1454
29573	8,2697
29574	8,2615
29575	8,0359
29576	8,0407
29577	7,9214
29578	8,0422
29579	8,0338
29580	8,0364
29581	7,9176
29582	8,0359
29583	8,0364
29584	7,9176
29585	8,0407
29586	7,9214
29587	8,0422
29588	7,5073
29589	7,3926
29590	7,6114
29591	7,4856
29592	7,5105
29593	7,5062
29594	7,3909
29595	7,6089
29596	7,4835
29597	7,5073
29598	7,3909
29599	7,6089
29600	7,4835
29601	7,3926
29602	7,6114
29603	7,4856
29604	7,5105
29605	7,2857
29606	7,1933
29607	7,2753
29608	7,2878
29609	7,2851
29610	7,1924
29611	7,274
29612	7,2857
29613	7,1924
29614	7,274
29615	7,1933
29616	7,2753
29617	7,2878
29618	7,9369
29619	7,8274
29620	8,0424
29621	7,9295
29622	7,9427
29623	7,935
29624	7,8239
29625	8,0381
29626	7,9256
29627	7,9369
